Unnamed: 0,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,Total_Bathrooms,House_Age,Years_Since_Remodel,Total_Porch_SF,Total_Living_Area,Total_Outdoor_Area
2596,One_Story_1945_and_Older,Residential_Low_Density,60,10410,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_Story,Very_Good,1930,2001,Gable,CompShg,VinylSd,VinylSd,,0,4,PConc,3,1,1,7,1,0,713,713,GasA,5,Y,SBrkr,713,0,713,0,0,1,0,2,1,5,8,0,Detchd,1,1,371,2,0,0,75,161,0,0,0,0,0,,0,10,2006,WD ,Normal,99800,-93.6143498,42.0378602,1.0,76,5,236,1426,236
2597,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,5400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_Story,Good,1954,2000,Gable,CompShg,MetalSd,MetalSd,,0,4,CBlock,3,1,3,6,1,0,418,833,GasA,5,Y,SBrkr,833,0,833,0,0,1,0,2,1,4,8,0,Detchd,1,1,326,3,2,0,0,0,0,0,0,0,3,,0,8,2006,WD ,Normal,117000,-93.6133726,42.0371796,1.0,52,6,0,1666,0
2598,One_Story_1945_and_Older,Residential_Low_Density,60,5400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,1,Old_Town,Norm,Norm,OneFam,One_Story,Above_Average,1921,1968,Gable,CompShg,MetalSd,MetalSd,,0,3,BrkTil,3,1,1,7,1,0,1073,1073,GasA,5,Y,SBrkr,1073,0,1073,0,0,1,0,2,1,4,8,0,Detchd,1,1,326,3,2,0,0,112,0,0,0,0,0,,0,12,2006,WD ,Abnorml,108480,-93.613965,42.037001,1.0,85,38,112,2146,112
2599,One_Story_1945_and_Older,Residential_Low_Density,60,10914,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,North_Ames,Artery,Norm,OneFam,One_Story,Fair,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0,2,CBlock,3,2,1,7,1,0,715,715,GasA,2,N,FuseP,715,0,715,0,0,1,0,2,1,4,8,0,Detchd,1,2,660,3,0,0,0,75,0,112,0,0,0,,0,8,2006,WD ,Normal,68000,-93.610772,42.037097,1.0,77,56,187,1430,187
2600,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,7008,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1900,1998,Gable,CompShg,MetalSd,MetalSd,,0,4,BrkTil,2,1,1,7,1,0,448,448,GasA,5,Y,SBrkr,448,272,720,0,0,1,0,1,1,5,8,0,Attchd,1,1,280,3,2,0,0,70,0,0,0,0,0,,0,3,2006,WD ,Normal,86900,-93.612239,42.037041,1.0,106,8,70,1168,70
2601,One_Story_1945_and_Older,Residential_Low_Density,60,10800,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_Story,Above_Average,1920,1950,Hip,CompShg,Stucco,Stucco,,0,3,BrkTil,3,1,3,6,1,0,299,1120,GasA,5,Y,SBrkr,1130,0,1130,1,0,1,0,2,1,5,8,1,Detchd,1,2,720,3,2,229,0,0,0,0,0,0,0,,0,6,2006,WD ,Normal,120000,-93.6139,42.0358,2.0,86,56,0,2250,229
2602,Two_Story_1945_and_Older,Residential_Low_Density,60,7200,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,Two_Story,Very_Good,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0,5,CBlock,3,1,3,6,1,0,325,663,GasA,5,Y,SBrkr,774,821,1595,0,0,2,0,3,1,7,8,1,Detchd,1,2,528,3,2,49,0,231,0,0,0,0,0,,0,4,2006,WD ,Normal,155500,-93.6116427,42.0367836,2.0,91,56,231,2258,280
2603,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10818,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,1910,1950,Gable,CompShg,VinylSd,VinylSd,,0,3,BrkTil,3,1,1,7,1,0,1077,1077,GasA,3,Y,FuseA,981,779,1760,0,0,1,1,4,1,7,8,1,Detchd,1,2,648,3,2,120,0,96,0,0,0,0,0,,0,2,2006,COD,Abnorml,80000,-93.612266,42.035857,1.5,96,56,96,2837,216
2604,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10410,Pave,Gravel,Regular,Lvl,AllPub,Corner,3,Old_Town,Artery,Norm,OneFam,One_and_Half_Fin,Below_Average,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,PConc,3,1,1,7,1,0,672,672,GasA,3,Y,SBrkr,694,520,1214,0,0,1,0,3,1,6,8,0,Detchd,1,3,936,3,2,216,0,160,0,0,0,0,3,,0,1,2006,WD ,Family,105000,-93.614049,42.034574,1.0,91,56,160,1886,376
2605,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,60,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Old_Town,Norm,Norm,TwoFmCon,One_and_Half_Fin,Below_Average,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,,0,2,CBlock,2,1,4,2,1,0,290,954,GasA,3,N,FuseA,1766,648,2414,0,0,2,0,3,2,10,7,1,Attchd,1,2,520,2,0,142,0,0,0,0,0,0,0,,0,5,2006,ConLD,Normal,160000,-93.612404,42.035277,2.0,106,36,0,3368,142
2606,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10800,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,3,1,5,1,1,0,170,796,GasA,4,Y,SBrkr,1096,370,1466,0,1,2,0,3,1,7,6,1,Attchd,1,2,566,3,2,436,21,0,0,0,0,0,0,Shed,500,4,2006,WD ,Normal,170000,-93.613899,42.034761,2.5,70,17,21,2262,457
2607,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,84,8658,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101,3,CBlock,3,1,3,6,1,0,445,1088,GasA,5,Y,SBrkr,1324,0,1324,0,0,2,0,3,1,6,8,1,Attchd,2,2,440,3,2,0,138,0,0,0,0,0,2,,0,12,2006,WD ,Abnorml,160000,-93.608909,42.040944,2.0,41,41,138,2412,138
2608,Split_or_Multilevel,Residential_Low_Density,85,13400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,SLvl,Average,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,3,CBlock,3,3,5,1,4,128,380,1024,GasA,3,Y,SBrkr,1086,0,1086,1,0,1,0,3,1,6,8,1,Attchd,2,2,484,3,2,0,0,0,0,0,0,0,2,,0,6,2006,WD ,Normal,159950,-93.608984,42.040811,2.0,40,40,0,2110,0
2609,Split_or_Multilevel,Residential_Low_Density,83,10184,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,SLvl,Average,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379,3,CBlock,3,3,5,1,1,0,503,1083,GasA,3,Y,SBrkr,1146,0,1146,0,1,1,0,3,1,6,8,1,Attchd,1,1,294,3,2,345,75,0,0,0,0,0,0,,0,6,2006,WD ,Normal,165000,-93.607582,42.040105,1.5,43,43,75,2229,420
2610,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,77,9786,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Good,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,3,1,3,6,1,0,312,912,GasA,3,Y,SBrkr,1085,649,1734,0,0,1,1,3,1,7,8,1,Attchd,2,2,440,3,2,0,0,0,0,128,0,0,4,,0,6,2006,WD ,Normal,159000,-93.60942,42.040081,1.5,44,25,128,2646,128
2611,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,9510,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161,3,CBlock,3,1,5,1,1,0,434,1135,GasA,5,Y,SBrkr,1207,0,1207,0,0,1,1,3,1,6,8,0,Attchd,2,1,264,3,2,0,240,0,0,0,0,0,0,,0,5,2006,WD ,Normal,147000,-93.610278,42.040297,1.5,44,21,240,2342,240
2612,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,7800,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,3,1,3,6,2,600,0,912,GasA,3,Y,SBrkr,912,0,912,0,0,1,0,2,1,5,8,0,Attchd,1,1,288,3,2,0,0,0,0,0,0,0,0,,0,11,2006,WD ,Abnorml,115000,-93.610501,42.040148,1.0,42,42,0,1824,0
2613,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,8910,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1959,1959,Hip,CompShg,BrkFace,BrkFace,,0,3,CBlock,3,2,5,1,1,0,0,655,GasA,5,Y,SBrkr,1194,0,1194,0,1,1,0,3,1,6,8,1,BuiltIn,3,2,539,3,2,0,0,192,0,0,0,0,0,,0,7,2006,WD ,Normal,159500,-93.607257,42.0385,1.5,47,47,192,1849,192
2614,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7332,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207,3,CBlock,3,1,4,2,1,0,450,864,GasA,5,Y,SBrkr,864,0,864,1,0,1,0,2,1,4,8,0,Attchd,1,1,288,3,2,168,0,0,0,0,0,0,0,,0,10,2006,WD ,Abnorml,120000,-93.608422,42.038497,2.0,47,47,0,1728,168
2615,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,7100,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,OneFam,One_Story,Good,1957,1957,Gable,CompShg,WdShing,Wd Shng,,0,3,CBlock,3,1,6,3,1,0,108,816,GasA,3,Y,FuseA,816,0,816,1,0,1,0,2,1,5,8,0,Detchd,1,1,308,3,2,0,0,0,0,0,0,0,0,,0,7,2006,WD ,Normal,129900,-93.609073,42.038297,2.0,49,49,0,1632,0
2616,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,PosA,Norm,OneFam,One_Story,Above_Average,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,3,CBlock,3,1,3,6,1,0,400,1313,GasA,3,Y,SBrkr,1773,0,1773,1,0,2,0,3,1,6,5,2,Attchd,2,2,418,3,2,355,98,0,0,144,0,0,0,,0,8,2006,WD ,Normal,183000,-93.606508,42.041874,3.0,45,14,242,3086,597
2617,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,86,11650,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,PosA,Norm,OneFam,One_Story,Average,1959,1959,Hip,CompShg,Plywood,Plywood,BrkCmn,58,3,Slab,0,0,0,5,0,0,0,0,GasA,4,Y,FuseA,1472,0,1472,0,0,2,0,2,1,5,8,1,Attchd,1,2,484,3,2,0,68,0,0,227,0,0,0,,0,6,2006,WD ,Normal,157500,-93.605384,42.0416529,2.0,47,47,295,1472,295
2618,Two_Story_1946_and_Newer,Residential_Low_Density,0,18275,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,Two_Story,Very_Good,1962,1998,Gable,CompShg,Plywood,Plywood,,0,3,CBlock,3,4,5,1,1,0,802,1438,GasA,3,Y,SBrkr,1900,548,2448,1,0,3,0,3,1,9,8,2,Attchd,2,2,441,3,2,520,102,0,0,0,0,0,0,,0,9,2006,WD ,Normal,277500,-93.60674,42.040768,4.0,44,8,102,3886,622
2619,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,47,16321,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1957,1997,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,4,4,2,1,0,207,1484,GasA,3,Y,SBrkr,1600,0,1600,1,0,1,0,2,1,6,8,2,Attchd,2,1,319,3,2,288,258,0,0,0,0,0,0,,0,12,2006,WD ,Normal,207500,-93.605727,42.03902,2.0,49,9,258,3084,546
2620,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,12144,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,,0,3,CBlock,3,1,3,6,1,0,455,910,GasA,4,Y,SBrkr,910,611,1521,0,0,1,1,3,1,6,5,0,Detchd,1,1,597,3,2,199,0,168,0,0,0,0,0,,0,9,2006,WD ,Normal,147500,-93.609054,42.036098,1.5,56,56,168,2431,367
2621,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,1949,1950,Gable,CompShg,AsbShng,AsbShng,,0,3,CBlock,3,1,1,7,1,0,720,720,GasA,3,N,FuseA,720,472,1192,0,0,1,1,4,1,6,8,0,No_Garage,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,12,2006,WD ,Abnorml,135000,-93.610503,42.035782,1.5,57,56,0,1912,0
2622,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Good,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,0,0,0,5,0,0,0,0,GasA,3,Y,FuseF,1040,0,1040,0,0,1,0,2,1,5,8,0,Detchd,1,2,625,3,2,0,0,0,0,0,0,0,0,,0,6,2006,WD ,Normal,109500,-93.608903,42.035996,1.0,56,56,0,1040,0
2623,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,,0,3,Slab,0,0,0,5,0,0,0,0,GasA,3,Y,FuseA,1040,0,1040,0,0,1,0,2,1,4,8,0,Detchd,1,2,420,3,2,0,29,0,0,0,0,0,0,,0,7,2006,WD ,Normal,109900,-93.608904,42.036099,1.0,56,56,29,1040,29
2624,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7560,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Average,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0,3,CBlock,3,1,2,4,1,0,671,1040,GasA,3,Y,FuseA,1040,0,1040,0,0,1,0,3,1,6,8,0,Attchd,2,1,286,3,2,140,0,252,0,0,0,0,2,,0,7,2006,WD ,Normal,133700,-93.606743,42.036053,1.0,47,47,252,2080,392
2625,Duplex_All_Styles_and_Ages,Residential_Low_Density,60,8544,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,Duplex,One_Story,Below_Average,1950,1950,Gable,CompShg,BrkFace,Stone,,0,3,Slab,0,0,0,5,0,0,0,0,Wall,2,N,FuseF,1040,0,1040,0,0,2,0,2,2,6,8,0,Detchd,1,2,400,2,2,0,0,0,0,0,0,0,0,,0,12,2006,WD ,Normal,81400,-93.609053,42.034805,2.0,56,56,0,1040,0
2626,Duplex_All_Styles_and_Ages,Residential_Low_Density,0,8544,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,Duplex,One_Story,Below_Average,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340,3,Slab,0,0,0,5,0,0,0,0,Wall,2,N,FuseA,1040,0,1040,0,0,2,0,2,2,6,8,0,Detchd,1,2,400,3,2,0,0,0,0,0,0,0,0,,0,5,2006,WD ,Normal,87500,-93.609053,42.03471,2.0,57,56,0,1040,0
2627,Duplex_All_Styles_and_Ages,Residential_Low_Density,60,8544,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,Duplex,One_Story,Below_Average,1950,1950,Gable,CompShg,Stucco,Stone,,0,3,CBlock,0,0,0,5,0,0,0,0,GasA,4,N,FuseF,1040,0,1040,0,0,2,0,2,2,6,8,0,Detchd,1,2,400,3,2,0,0,0,0,0,0,0,0,,0,7,2006,WD ,Normal,93500,-93.609053,42.034662,2.0,56,56,0,1040,0
2628,Duplex_All_Styles_and_Ages,Residential_Low_Density,75,8512,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,Norm,Norm,Duplex,One_Story,Average,1960,1960,Hip,CompShg,BrkFace,BrkFace,,0,3,CBlock,2,1,1,7,1,0,1556,1556,GasA,3,Y,SBrkr,1556,0,1556,0,0,2,0,4,2,8,8,0,No_Garage,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,9,2006,WD ,Normal,119000,-93.606892,42.034829,2.0,46,46,0,3112,0
2629,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7945,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0,3,CBlock,3,1,5,1,4,506,465,1150,GasA,5,Y,FuseA,1150,0,1150,1,0,1,0,3,1,6,8,0,Attchd,2,1,300,3,2,0,0,0,0,0,0,0,0,,0,5,2006,WD ,Normal,141000,-93.606893,42.034757,2.0,47,47,0,2300,0
2630,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,1961,1961,Hip,CompShg,BrkFace,BrkFace,,0,3,CBlock,3,1,6,3,1,0,369,1150,GasA,3,Y,SBrkr,1150,0,1150,0,0,1,0,3,1,6,8,0,Attchd,2,1,288,3,2,0,0,0,0,162,0,0,0,,0,7,2006,WD ,Normal,146000,-93.606744,42.034708,1.0,45,45,162,2300,162
2631,Two_Story_1946_and_Newer,Residential_Low_Density,69,7590,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,PosN,Norm,OneFam,Two_Story,Average,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,3,CBlock,3,1,4,2,1,0,148,660,GasA,3,Y,SBrkr,660,688,1348,0,0,1,1,3,1,6,8,1,Attchd,2,2,453,3,2,188,108,0,0,0,0,0,0,,0,7,2006,WD ,Normal,155000,-93.603704,42.036792,1.5,40,40,108,2008,296
2632,Split_Foyer,Residential_Low_Density,69,10205,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,North_Ames,Norm,Norm,OneFam,SFoyer,Average,1962,1962,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,3,4,2,1,0,141,925,GasA,3,Y,SBrkr,999,0,999,1,0,1,0,3,1,6,8,0,Attchd,1,1,300,3,2,150,72,0,0,0,0,0,0,,0,5,2006,WD ,Normal,134500,-93.605839,42.03548,2.0,44,44,72,1924,222
2633,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,7400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,North_Ames,Artery,Norm,OneFam,One_Story,Above_Average,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,3,1,2,4,1,0,236,1045,GasA,4,Y,SBrkr,1045,0,1045,1,0,1,0,3,1,6,8,0,Detchd,1,2,528,3,2,0,0,0,0,0,0,0,0,,0,3,2006,WD ,Normal,120000,-93.604687,42.034618,2.0,44,44,0,2090,0
2634,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Artery,Norm,OneFam,One_Story,Above_Average,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,CBlock,3,1,4,2,1,0,396,864,GasA,4,Y,SBrkr,864,0,864,0,1,1,0,3,1,5,8,0,Attchd,1,1,336,3,2,0,0,0,0,0,0,0,2,,0,2,2006,WD ,Normal,105000,-93.604568,42.034753,1.5,44,44,0,1728,0
2635,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,North_Ames,Artery,Norm,TwoFmCon,SFoyer,Average,1962,1962,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,3,5,1,1,0,72,1025,GasA,3,Y,SBrkr,1025,0,1025,1,0,1,0,3,1,6,8,0,No_Garage,0,0,0,0,2,96,80,0,0,0,0,0,0,,0,3,2006,WD ,Normal,124000,-93.6050674,42.0345614,2.0,44,44,80,2050,176
2636,Two_Story_1945_and_Older,Residential_Medium_Density,62,9856,Pave,Gravel,Regular,Lvl,AllPub,Corner,3,Old_Town,Norm,Norm,OneFam,Two_Story,Very_Good,1900,2005,Hip,CompShg,CemntBd,CmentBd,,0,4,PConc,3,1,1,7,1,0,716,716,GasA,5,Y,FuseA,1007,1007,2014,0,0,2,0,5,1,8,8,0,Detchd,1,2,624,3,2,0,72,167,0,0,0,0,0,,0,6,2006,WD ,Normal,169000,-93.618539,42.033267,2.0,106,1,239,2730,239
2637,Two_Story_1945_and_Older,Residential_Medium_Density,57,9906,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,Two_Story,Below_Average,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0,3,CBlock,3,1,1,7,1,0,686,686,GasA,2,N,SBrkr,810,518,1328,0,0,1,0,3,1,8,8,0,Detchd,1,1,210,3,2,0,172,60,0,0,0,0,0,,0,9,2006,WD ,Family,107000,-93.6195519,42.0334994,1.0,81,56,232,2014,232
2638,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264,3,CBlock,3,1,3,6,1,0,936,1212,GasA,4,Y,FuseA,1226,442,1668,1,0,1,0,3,1,6,8,0,Detchd,1,1,240,3,2,0,0,140,0,0,0,0,0,,0,5,2006,WD ,Normal,135000,-93.617164,42.033385,2.0,58,56,140,2880,140
2639,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,5520,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,PConc,2,1,2,4,1,0,863,1147,GasA,3,N,SBrkr,1147,510,1657,0,0,1,0,4,1,9,8,1,Detchd,1,1,162,2,0,0,0,0,0,0,0,0,0,,0,7,2006,WD ,Normal,111500,-93.61852,42.032144,1.0,86,26,0,2804,0
2640,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,BrkTil,3,1,3,6,1,0,399,780,GasA,5,Y,SBrkr,940,476,1416,0,1,1,0,3,1,7,8,0,Detchd,1,2,400,3,2,0,24,0,0,0,0,0,0,,0,6,2006,WD ,Normal,156500,-93.617139,42.032346,1.5,106,2,24,2196,24
2641,Two_Story_1945_and_Older,Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,Two_Story,Good,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,BrkTil,4,1,2,4,1,0,712,728,GasA,5,Y,SBrkr,832,809,1641,0,1,1,1,3,1,6,8,1,Detchd,1,2,546,3,2,0,0,234,0,0,0,0,0,,0,8,2006,WD ,Normal,178000,-93.618489,42.03139,2.0,81,16,234,2369,234
2642,Two_Story_1945_and_Older,Residential_Medium_Density,58,6451,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,Two_Story,Good,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,,0,3,Stone,3,1,3,6,1,0,504,712,GasA,4,Y,SBrkr,848,580,1428,1,0,1,0,4,1,7,8,0,Detchd,3,2,576,3,2,264,0,84,0,0,0,0,0,,0,5,2006,WD ,Normal,139900,-93.619513,42.031506,2.0,106,36,84,2140,348
2643,Two_Story_1945_and_Older,Residential_Medium_Density,66,3960,Pave,Gravel,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,Two_Story,Very_Good,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,BrkTil,3,1,1,7,1,0,502,502,GasA,3,N,SBrkr,502,502,1004,0,0,1,0,2,1,5,8,1,Detchd,1,1,200,3,0,280,0,68,0,0,0,0,3,,0,7,2006,WD ,Normal,105000,-93.615681,42.031347,1.0,76,56,68,1506,348
2644,One_Story_1945_and_Older,Residential_Medium_Density,70,5684,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Old_Town,Norm,Norm,OneFam,One_Story,Very_Good,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,,0,3,BrkTil,3,1,1,7,1,0,813,813,GasA,5,Y,FuseA,813,0,813,0,0,1,0,2,1,5,8,0,Detchd,1,1,270,2,0,0,113,0,0,0,0,0,0,,0,6,2006,WD ,Normal,110000,-93.618799,42.03121,1.0,76,1,113,1626,113
